packet_id,case_id,doctor_model,terminal_status,turns_completed,workspace_turn_count,primary_friction,friction_intensity,friction_capability_composite_median4,careloop_real_world_robustness_median4,fcc_minus_crwr,clinical_error_gate_median4,fcc_judge_sd,fcc_judge_range,crwr_judge_sd,crwr_judge_range,ordinal_grade_median4,domain_information_repair_median4,domain_constraint_navigation_median4,domain_dynamic_reprioritization_median4,domain_execution_loop_repair_median4,domain_state_sensitive_communication_median4,domain_bounded_closure_continuity_median4,review_order_low_crwr,review_order_large_safety_gap,review_order_high_judge_dispersion
case_CL120_EHR_022__anon_6acdd8d1574e4f9c,case_CL120_EHR_022,DeepSeek-V4-Pro,closed_success,7,2,medication_confusion_or_execution_failure,light,0.4958333333,0.2260416667,0.2697916667,0.35,0.2177058413,0.5583333333,0.1205810945,0.3395833333,1,0.3416666667,0.625,,,,,92,215,387
case_CL120_EHR_020__anon_1dc5c6db8d285557,case_CL120_EHR_020,GLM-5,closed_success,5,4,privacy_stigma_or_sensitive_history,light,0.4505,0.2283,0.2222,0.55,0.2425533582,0.5988636364,0.342377241,0.8358522727,1.5,0.7,0.2,,,,0.756,93,336,309
case_CL120_EHR_031__anon_5ed720bcc2b857a2,case_CL120_EHR_031,DeepSeek-V3.2,closed_success,8,5,incomplete_patient_information,moderate,0.660952381,0.2313333333,0.4296190476,0.35,0.1917488148,0.4777142857,0.3352261649,0.8060571429,1,0.6166666667,,,,,0.72,94,47,459
case_CL120_EHR_054__anon_9760b389e699b7bc,case_CL120_EHR_054,Qwen3.8-Max,closed_success,6,3,document_or_image_quality_problem,light,0.4977272727,0.2316477273,0.2660795455,0.675,0.124468135,0.3068181818,0.1598518852,0.4109659091,2,0.25,0.9,0.34375,,,,95,222,776
case_CL120_EHR_036__anon_765a9137eae8eede,case_CL120_EHR_036,GLM-5,closed_success,16,9,low_adherence_or_refusal,light,0.665,0.23275,0.43225,0.35,0.3094223449,0.805,0.3085696525,0.82775,1,0.425,0.775,,,0.925,,96,45,118
case_CL120_EHR_095__anon_7af7d93c74a98bd3,case_CL120_EHR_095,GLM-5,closed_success,11,10,delayed_or_staged_result_return,moderate,0.6675892857,0.23365625,0.4339330357,0.55,0.2113582538,0.5678571429,0.2680149228,0.6363839286,1.5,0.85,,0.15,0.925,,0.71125,97,44,402
case_CL120_EHR_033__anon_69dd48bbfc0bf89e,case_CL120_EHR_033,Qwen3-30B-A3B-Instruct-2507,closed_success,15,6,caregiver_conflict_or_fatigue,heavy,0.6721590909,0.2352556818,0.4369034091,0.35,0.1229280108,0.3454545455,0.2841079949,0.6881818182,1,0.725,0.75,,,,0.53125,98,43,780
case_CL120_EHR_030__anon_85d4558fa565b826,case_CL120_EHR_030,Qwen3.8-Max,open_at_100,100,9,privacy_stigma_or_sensitive_history,moderate,0.6160714286,0.235625,0.3804464286,0.35,0.2382222503,0.6071428571,0.2034245388,0.5625,1,0.5,0.925,,0.15,0.9625,,99,69,330
case_CL120_EHR_095__anon_41f5e3ee5e35ec0e,case_CL120_EHR_095,Qwen3-30B-A3B-Instruct-2507,closed_success,32,15,delayed_or_staged_result_return,moderate,0.5808035714,0.23578125,0.3450223214,0.35,0.2402760813,0.6021428571,0.1677919933,0.4724910714,1,0.7,,0.48125,0.425,,0.4625,100,93,315
case_CL120_EHR_064__anon_e357790d995d65a2,case_CL120_EHR_064,MiniMax M3,closed_success,12,1,document_or_image_quality_problem,moderate,0.6022727273,0.2363636364,0.3659090909,0.55,0.2453203547,0.5863636364,0.2544313677,0.6338636364,1.5,0.65,,0.5625,0.45,,,101,78,302
case_CL120_EHR_022__anon_a7e1bb7f7797a527,case_CL120_EHR_022,GLM-5,closed_success,9,5,medication_confusion_or_execution_failure,light,0.6041666667,0.2377083333,0.3664583333,0.35,0.1121715885,0.3166666667,0.1114847613,0.2983333333,1,0.3166666667,0.95,,,,,102,77,835
case_CL120_EHR_074__anon_8de42f148efd1e3a,case_CL120_EHR_074,Kimi K2,closed_success,12,3,document_or_image_quality_problem,light,0.3903409091,0.2377556818,0.1525852273,0.55,0.2737532489,0.725,0.3211219587,0.8092045455,1.5,0.375,,0.13125,0.6,,,103,501,216
case_CL120_EHR_117__anon_186190a4df7458fb,case_CL120_EHR_117,DeepSeek-V4-Pro,closed_success,11,5,external_system_gap,moderate,0.684375,0.23953125,0.44484375,0.35,0.375839502,1,0.3780359771,1,1,,1,0.5625,0.35,,0.83125,104,38,28
case_CL120_EHR_036__anon_59562a814a72472d,case_CL120_EHR_036,Qwen3.8-Max,open_at_100,100,7,low_adherence_or_refusal,light,0.685,0.23975,0.44525,0.35,0.3558330894,0.965,0.3742822036,0.98775,1,0.4,0.85,,,0.925,,105,36,43
case_CL120_EHR_001__anon_eb0367eb696c3ff4,case_CL120_EHR_001,Qwen3-30B-A3B-Instruct-2507,closed_success,25,14,incomplete_patient_information,light,0.486625,0.24153125,0.24509375,0.675,0.2074313422,0.44,0.2174395715,0.5773625,2,0.25,,0.51875,,,0.75125,106,268,410
case_CL120_EHR_015__anon_56e607fb1edc1306,case_CL120_EHR_015,GLM-5,closed_success,14,5,delayed_or_staged_result_return,heavy,0.5556818182,0.2418181818,0.3138636364,0.35,0.2016525221,0.5613636364,0.1880463287,0.4918181818,1,0.5,0.8,0.5,,,,107,136,425
case_CL120_EHR_051__anon_c85a33669f9860de,case_CL120_EHR_051,Qwen3.8-Max,closed_success,33,3,incomplete_patient_information,heavy,0.695625,0.24346875,0.45215625,0.35,0.347722203,0.9505,0.3719831802,0.982675,1,0.525,,0.61875,,,1,108,35,55
case_CL120_EHR_007__anon_cc6f5ed3b51ca109,case_CL120_EHR_007,Qwen3-30B-A3B-Instruct-2507,closed_success,14,7,external_system_gap,moderate,0.6958333333,0.2435416667,0.4522916667,0.675,0.251410949,0.6666666667,0.2769097788,0.6666666667,2,0.5416666667,0.85,,,,,109,34,286
case_CL120_EHR_066__anon_813949cdf463bbb5,case_CL120_EHR_066,Doubao-Seed-2.0-lite,closed_success,7,1,low_adherence_or_refusal,moderate,0.71,0.2485,0.4615,0.55,0.2554255028,0.635,0.2739179493,0.68625,1.5,0.575,0.775,,,0.75,,110,32,271
case_CL120_EHR_086__anon_2f922c375c1033a5,case_CL120_EHR_086,Doubao-Seed-2.0-lite,closed_success,13,3,low_adherence_or_refusal,heavy,0.71,0.2485,0.4615,0.35,0.3461484508,0.93,0.3699150874,0.9755,1,0.275,1,,,1,,111,33,57
case_CL120_EHR_057__anon_c5a8281c24a1dd11,case_CL120_EHR_057,Qwen3-30B-A3B-Instruct-2507,closed_success,4,2,external_system_gap,light,0.5771428571,0.2511473214,0.3259955357,0.55,0.09861463654,0.2616071429,0.1848432782,0.457,1.5,,0.575,0.1125,0.775,,0.46,112,110,909
case_CL120_EHR_024__anon_b4485cdd0ca6c051,case_CL120_EHR_024,Doubao-Seed-2.0-lite,closed_success,6,1,document_or_image_quality_problem,moderate,0.4610119048,0.2516369048,0.209375,0.55,0.1651072535,0.4071428571,0.1058974903,0.2976130952,1.5,0.4166666667,,,,,0.53125,113,360,569
case_CL120_EHR_015__anon_c750b02d848c03ab,case_CL120_EHR_015,MiniMax M3,closed_success,21,1,delayed_or_staged_result_return,heavy,0.6659090909,0.2519602273,0.4139488636,0.35,0.2919496825,0.7602272727,0.2571726654,0.7010227273,1,0.5,0.825,0.40625,,,,114,52,162
case_CL120_EHR_030__anon_f309324227a823da,case_CL120_EHR_030,GPT-5.4,closed_success,25,3,privacy_stigma_or_sensitive_history,moderate,0.5071428571,0.253125,0.2540178571,0.675,0.1977713842,0.5285714286,0.2696989949,0.6798214286,2,0.425,0.775,,0.3,0.75,,115,249,443
case_CL120_EHR_093__anon_afd1a8bcfaae1ed0,case_CL120_EHR_093,Qwen3-30B-A3B-Instruct-2507,closed_success,5,3,caregiver_conflict_or_fatigue,moderate,0.7233653846,0.2531778846,0.4701875,0.35,0.1909691171,0.508,0.2931162431,0.748425,1,0.7,0.75,,,0.925,0.45125,116,30,464
case_CL120_EHR_002__anon_90068fc2af88369f,case_CL120_EHR_002,Qwen3-30B-A3B-Instruct-2507,closed_success,24,11,medication_confusion_or_execution_failure,light,0.725,0.25375,0.47125,0.35,0.3245723682,0.8166666667,0.3154639991,0.8491666667,1,0.45,1,,,,,117,28,91
case_CL120_EHR_032__anon_49498a1be3281b1f,case_CL120_EHR_032,GLM-5,closed_success,42,10,medication_confusion_or_execution_failure,moderate,0.725,0.25375,0.47125,0.55,0.2625661292,0.6666666667,0.2844630511,0.7166666667,1.5,0.45,1,,,,,118,29,254
case_CL120_EHR_039__anon_6396a1f9b55dd480,case_CL120_EHR_039,Kimi K2,closed_success,10,2,cost_transport_or_work_barrier,light,0.7265384615,0.2542884615,0.47225,0.35,0.1916821798,0.4988461538,0.2740852368,0.7120961538,1,,0.95,,0.35,0.925,0.74,119,27,461
case_CL120_EHR_045__anon_fd085d0da14e0230,case_CL120_EHR_045,Doubao-Seed-2.0-lite,closed_success,28,4,delayed_or_staged_result_return,moderate,0.7272727273,0.2545454545,0.4727272727,0.55,0.2416603584,0.6022727273,0.2579396443,0.6539772727,1.5,0.5,0.975,0.5,,,,120,26,311
case_CL120_EHR_026__anon_4ef34a3ece4d1ec7,case_CL120_EHR_026,Qwen3-30B-A3B-Instruct-2507,open_at_100,100,15,low_adherence_or_refusal,moderate,0.5416666667,0.2545833333,0.2870833333,0.55,0.3677304644,0.7833333333,0.09146118067,0.2241666667,1.5,0.4583333333,0.625,,,,,121,178,33
case_CL120_EHR_116__anon_9d409861241fbe0a,case_CL120_EHR_116,Kimi K2,closed_success,11,4,low_adherence_or_refusal,moderate,0.5125,0.255375,0.257125,0.35,0.264772898,0.7,0.09812275077,0.245,1,0.175,0.75,,,0.7125,,122,241,248
case_CL120_EHR_028__anon_224f7ce160144aec,case_CL120_EHR_028,GPT-5.6 Sol,open_at_100,100,6,misstated_family_or_patient_information,moderate,0.7324404762,0.2563541667,0.4760863095,0.35,0.3000718496,0.7583333333,0.3029475041,0.8163690476,1,0.6583333333,,0.83125,,,,123,25,136
case_CL120_EHR_042__anon_e627441ec3a35195,case_CL120_EHR_042,DeepSeek-V3.2,closed_success,5,3,medication_confusion_or_execution_failure,moderate,0.7333333333,0.2566666667,0.4766666667,0.55,0.2935061044,0.8,0.3403747169,0.85,1.5,0.5166666667,0.95,,,,,124,24,155
case_CL120_EHR_022__anon_e20c0e5c7ce58902,case_CL120_EHR_022,Qwen3.8-Max,closed_success,6,3,medication_confusion_or_execution_failure,light,0.7375,0.258125,0.479375,0.35,0.2669594747,0.675,0.207347773,0.5729166667,1,0.5,0.975,,,,,125,23,242
case_CL120_EHR_058__anon_02786bc660138646,case_CL120_EHR_058,Qwen3-30B-A3B-Instruct-2507,closed_success,12,7,misstated_family_or_patient_information,moderate,0.5791666667,0.2589583333,0.3202083333,0.55,0.1634454335,0.4333333333,0.2567133979,0.6416666667,1.5,0.3833333333,0.775,,,,,126,119,577
case_CL120_EHR_046__anon_11118fe3bbb954e1,case_CL120_EHR_046,Doubao-Seed-2.0-lite,closed_success,29,1,low_adherence_or_refusal,moderate,0.74,0.259,0.481,0.35,0.3124399942,0.77,0.3017050246,0.8155,1,0.525,0.825,,,1,,127,22,115
case_CL120_EHR_084__anon_3d78624260f9f173,case_CL120_EHR_084,Qwen3.8-Max,closed_success,50,9,document_or_image_quality_problem,heavy,0.4636363636,0.2597727273,0.2038636364,0.875,0.2868472817,0.7102272727,0.3197606767,0.7755681818,2.5,0.475,,0.5,0.5,,,128,374,182
case_CL120_EHR_025__anon_1ad70c07d27afa5b,case_CL120_EHR_025,MiniMax M3,runtime_error,30,2,delayed_or_staged_result_return,moderate,0.7436964286,0.26029375,0.4834026786,0.35,0.2926634339,0.7955357143,0.2498833783,0.6752232143,1,0.675,1,0.48125,,,0.756,129,21,159
case_CL120_EHR_005__anon_95902e39c5f185e5,case_CL120_EHR_005,DeepSeek-V3.2,closed_success,2,1,delayed_or_staged_result_return,light,0.6836363636,0.2628125,0.4208238636,0.55,0.1610023965,0.4386363636,0.2444387062,0.5803181818,1.5,0.525,0.95,,,,0.54,130,50,582
case_CL120_EHR_120__anon_f26447efa5528a2a,case_CL120_EHR_120,Qwen3.8-Max,closed_success,43,11,privacy_stigma_or_sensitive_history,heavy,0.6732142857,0.2632142857,0.41,0.675,0.2095990463,0.5535714286,0.1813777864,0.4351785714,2,0.325,0.8,,0.5,0.9625,,131,55,406
case_CL120_EHR_065__anon_c82f03eda18d775d,case_CL120_EHR_065,Qwen3.8-Max,closed_success,5,2,delayed_or_staged_result_return,moderate,0.7583333333,0.2654166667,0.4929166667,0.35,0.3247595264,0.8,0.3122156345,0.8433333333,1,0.4,1,,0.8,,,132,18,90
case_CL120_EHR_028__anon_1b0c6cdb0bf3b654,case_CL120_EHR_028,MiniMax M3,closed_success,19,2,misstated_family_or_patient_information,moderate,0.3946428571,0.266577381,0.1280654762,0.675,0.2840141552,0.7267857143,0.3609527051,0.904375,2.5,0.55,,0.1875,,,,133,561,192
case_CL120_EHR_118__anon_4de8fa0d2396539e,case_CL120_EHR_118,Doubao-Seed-2.0-lite,closed_success,18,2,misstated_family_or_patient_information,heavy,0.3345238095,0.2667410714,0.0677827381,0.75,0.2580531778,0.5898809524,0.2300613617,0.5476190476,2,0.2333333333,,0.225,,,,134,891,261
case_CL120_EHR_055__anon_7e01478ff6f46919,case_CL120_EHR_055,GLM-5,closed_success,8,5,delayed_or_staged_result_return,light,0.3583333333,0.26875,0.08958333333,0.75,0.2008661799,0.5166666667,0.1707443874,0.4541666667,2,0.35,0.3,,0.45,,,135,803,431
case_CL120_EHR_002__anon_7ded34b5c1d728b7,case_CL120_EHR_002,GPT-5.4,closed_success,10,2,medication_confusion_or_execution_failure,light,0.5208333333,0.2689583333,0.251875,0.55,0.1642005041,0.3583333333,0.01991409502,0.04791666667,1.5,0.2416666667,0.8,,,,,136,254,574
case_CL120_EHR_079__anon_abc9fa3b14dc94dc,case_CL120_EHR_079,Qwen3-30B-A3B-Instruct-2507,closed_success,40,14,cost_transport_or_work_barrier,moderate,0.3972115385,0.2690240385,0.1281875,0.55,0.3802042963,0.9432692308,0.2970193677,0.7074519231,1.5,,0.375,,0.35,0.575,0.37125,137,560,22
case_CL120_EHR_039__anon_641a789b8e12f988,case_CL120_EHR_039,DeepSeek-V3.2,closed_success,26,12,cost_transport_or_work_barrier,light,0.7717307692,0.2701057692,0.501625,0.35,0.3467721774,0.9173076923,0.3647166579,0.9710576923,1,,1,,0.5,1,0.6775,138,16,56
case_CL120_EHR_047__anon_2cc401984b81b919,case_CL120_EHR_047,DeepSeek-V3.2,closed_success,10,1,external_system_gap,moderate,0.3607954545,0.2705965909,0.09019886364,0.75,0.1090814982,0.2847727273,0.08181112363,0.2135795455,2,0.325,0.3,,,,0.465,139,796,858
case_CL120_EHR_105__anon_b2d49ffe42d21b7b,case_CL120_EHR_105,Doubao-Seed-2.0-lite,closed_success,20,2,delayed_or_staged_result_return,light,0.5010178571,0.2706017857,0.2304160714,0.55,0.06192450027,0.1404285714,0.10487207,0.2567875,1.5,0.7,,0.15,0.55,,0.5985,140,312,1093
case_CL120_EHR_030__anon_bb2bf3be1454348a,case_CL120_EHR_030,MiniMax M3,open_at_100,100,4,privacy_stigma_or_sensitive_history,moderate,0.6839285714,0.2707142857,0.4132142857,0.675,0.2243044806,0.5964285714,0.2066459316,0.5048214286,2,0.825,0.925,,0.375,0.4375,,141,53,370
case_CL120_EHR_071__anon_55ed062364f1410e,case_CL120_EHR_071,Qwen3-30B-A3B-Instruct-2507,closed_success,4,3,incomplete_patient_information,light,0.361925,0.27144375,0.09048125,0.75,0.1469318677,0.38625,0.1743983432,0.4471875,2,0.5,,0.1875,,,0.481,142,795,657
case_CL120_EHR_018__anon_29f123d6da487da6,case_CL120_EHR_018,Qwen3-30B-A3B-Instruct-2507,closed_success,29,14,misstated_family_or_patient_information,extreme,0.6659090909,0.2716477273,0.3942613636,0.35,0.2953993611,0.7318181818,0.1933423772,0.5460795455,1,0.6,0.575,,,,0.8125,143,59,149
case_CL120_EHR_105__anon_56424cbd842a6fa0,case_CL120_EHR_105,Qwen3-30B-A3B-Instruct-2507,closed_success,20,6,delayed_or_staged_result_return,light,0.5879464286,0.2722991071,0.3156473214,0.55,0.2394563957,0.6080357143,0.3346345029,0.8390625,1.5,0.65,,0.2875,0.7,,0.96875,144,132,322
case_CL120_EHR_034__anon_654f1adb0aa000c1,case_CL120_EHR_034,DeepSeek-V3.2,closed_success,60,24,document_or_image_quality_problem,heavy,0.7789772727,0.2726420455,0.5063352273,0.55,0.2917627467,0.775,0.333239359,0.83125,1.5,0.775,,0.75625,0.8,,,145,14,164
case_CL120_EHR_011__anon_daa18ceabd543dea,case_CL120_EHR_011,GLM-5,closed_success,34,9,incomplete_patient_information,moderate,0.78025,0.2730875,0.5071625,0.35,0.06812061339,0.17625,0.1824774677,0.4296875,1,0.675,,0.85,,,0.9175,146,13,1063
case_CL120_EHR_004__anon_05afe70d4ad65f61,case_CL120_EHR_004,DeepSeek-V3.2,closed_success,3,2,document_or_image_quality_problem,light,0.3630357143,0.2737723214,0.08926339286,0.75,0.1036816636,0.2906071429,0.1161985472,0.2751696429,2,0.15,0.425,0.2875,,,0.5785,147,807,888
case_CL120_EHR_047__anon_d8503402fad919e1,case_CL120_EHR_047,Doubao-Seed-2.0-lite,closed_success,21,1,external_system_gap,moderate,0.3715909091,0.2742897727,0.09730113636,0.75,0.08746213762,0.2422727273,0.09059367668,0.24875,2,0.275,0.375,,,,0.3875,148,759,968
case_CL120_EHR_081__anon_d43f26c29f3b24d7,case_CL120_EHR_081,Kimi K2,closed_success,5,2,incomplete_patient_information,moderate,0.367125,0.27534375,0.09178125,0.75,0.2471426081,0.56875,0.238971087,0.60125,2,0.225,,0.20625,,,0.405,149,786,298
case_CL120_EHR_023__anon_d97632c9fa512872,case_CL120_EHR_023,DeepSeek-V4-Pro,closed_success,6,2,caregiver_conflict_or_fatigue,light,0.7625,0.2768028846,0.4856971154,0.35,0.08128555208,0.2019230769,0.1395245196,0.3341826923,1,0.525,1,0.61875,,1,,150,20,1004
case_CL120_EHR_007__anon_a8a2414388a897fc,case_CL120_EHR_007,GPT-5.6 Sol,closed_success,5,3,external_system_gap,moderate,0.6208333333,0.2770833333,0.34375,0.55,0.2473733542,0.6333333333,0.1231944249,0.3416666667,1.5,0.6416666667,0.55,,,,,151,96,296
case_CL120_EHR_075__anon_7c9a17f809b602c9,case_CL120_EHR_075,Doubao-Seed-2.0-lite,closed_success,8,2,delayed_or_staged_result_return,moderate,0.3702678571,0.2777008929,0.09256696429,0.75,0.04462294199,0.1230357143,0.07197805182,0.1958482143,2,0.325,,0.1875,0.35,,0.51125,152,780,1144
case_CL120_EHR_061__anon_363607d1ec428fea,case_CL120_EHR_061,Doubao-Seed-2.0-lite,closed_success,15,2,incomplete_patient_information,moderate,0.5958333333,0.28,0.3158333333,0.35,0.3286850379,0.9,0.1824258732,0.5079166667,1,0.5666666667,0.625,,,,,153,131,77
case_CL120_EHR_020__anon_925ffa123d87216d,case_CL120_EHR_020,Doubao-Seed-2.0-lite,closed_success,4,1,privacy_stigma_or_sensitive_history,light,0.4686818182,0.280175,0.1885068182,0.55,0.1360179007,0.3077272727,0.2062747237,0.486625,1.5,0.475,0.2,,,,0.6185,154,408,713
case_CL120_EHR_035__anon_d277286108266a46,case_CL120_EHR_035,Qwen3-30B-A3B-Instruct-2507,closed_success,61,15,delayed_or_staged_result_return,extreme,0.6583333333,0.2829166667,0.3754166667,0.35,0.320237542,0.7833333333,0.1770493534,0.4995833333,1,0.5416666667,0.775,,,,,155,73,96
case_CL120_EHR_052__anon_fbe136a5467ef7b3,case_CL120_EHR_052,Kimi K2,closed_success,17,4,medication_confusion_or_execution_failure,extreme,0.7467045455,0.2834204545,0.4632840909,0.55,0.2383949536,0.6215909091,0.1398591633,0.3715909091,1.5,0.625,0.8,,,,0.77125,156,31,327
case_CL120_EHR_054__anon_872240e9471957fb,case_CL120_EHR_054,Qwen3-30B-A3B-Instruct-2507,closed_success,4,2,document_or_image_quality_problem,light,0.3732954545,0.2839204545,0.089375,0.675,0.1575849481,0.3954545455,0.2337210419,0.5372727273,2.5,0.125,0.775,0.16875,,,,157,804,599
case_CL120_EHR_116__anon_eb942303c058f424,case_CL120_EHR_116,DeepSeek-V3.2,closed_success,16,6,low_adherence_or_refusal,moderate,0.8125,0.284375,0.528125,0.35,0.317143008,0.75,0.2957147261,0.8085,1,0.55,0.975,,,0.9625,,158,8,102
case_CL120_EHR_087__anon_1a3c5e08810e7e47,case_CL120_EHR_087,Qwen3-30B-A3B-Instruct-2507,closed_success,26,8,external_system_gap,light,0.565625,0.2864955357,0.2791294643,0.675,0.1701535722,0.4696428571,0.1633752582,0.4333482143,2,,0.4,0.54375,0.45,,0.83125,159,190,543
case_CL120_EHR_071__anon_0228dc437d00d09e,case_CL120_EHR_071,Doubao-Seed-2.0-lite,closed_success,5,2,incomplete_patient_information,light,0.453375,0.28696875,0.16640625,0.75,0.1391758527,0.3675,0.1888057133,0.4764125,2,0.525,,0.20625,,,0.68,160,468,699
case_CL120_EHR_114__anon_9f5b4ca11826f0ce,case_CL120_EHR_114,Kimi K2,closed_success,6,2,document_or_image_quality_problem,moderate,0.8215909091,0.2875568182,0.5340340909,0.55,0.2868063407,0.7568181818,0.3266362799,0.8176136364,1.5,0.85,,0.8125,0.8,,,161,7,183
case_CL120_EHR_021__anon_9f66fd8dcdba41df,case_CL120_EHR_021,Kimi K2,open_at_100,100,14,incomplete_patient_information,light,0.8232954545,0.2881534091,0.5351420455,0.675,0.3093105576,0.7931818182,0.3226364368,0.7931818182,2,0.925,0.875,0.61875,,,,162,6,119
case_CL120_EHR_042__anon_729a76d4a24b43db,case_CL120_EHR_042,Qwen3-30B-A3B-Instruct-2507,closed_success,8,7,medication_confusion_or_execution_failure,moderate,0.8291666667,0.2902083333,0.5389583333,0.35,0.1976423538,0.525,0.3296205995,0.83375,1,0.9,0.85,,,,,163,5,444
case_CL120_EHR_037__anon_2e4938a5020dee67,case_CL120_EHR_037,Qwen3.8-Max,closed_success,6,4,external_system_gap,light,0.425,0.290625,0.134375,0.75,0.1986499574,0.5333333333,0.1665876115,0.4304166667,2,0.2833333333,0.575,,,,,164,547,438
case_CL120_EHR_081__anon_dacadbd8d83bc68a,case_CL120_EHR_081,Qwen3.8-Max,closed_success,5,3,incomplete_patient_information,moderate,0.387625,0.29071875,0.09690625,0.75,0.2804113817,0.7285,0.302575434,0.800975,2,0.325,,0.3625,,,0.49625,165,760,200
case_CL120_EHR_002__anon_47dc581a11ad55fb,case_CL120_EHR_002,DeepSeek-V4-Pro,closed_success,11,5,medication_confusion_or_execution_failure,light,0.8125,0.29125,0.52125,0.675,0.2975813964,0.75,0.316980844,0.76375,2,0.675,0.95,,,,,166,10,144
case_CL120_EHR_033__anon_43d2d0273024bc1a,case_CL120_EHR_033,Doubao-Seed-2.0-lite,closed_success,12,2,caregiver_conflict_or_fatigue,heavy,0.3468636364,0.2915397727,0.05532386364,0.875,0.312582347,0.7781818182,0.3499245709,0.9223636364,2.5,0.25,0.225,,,,0.68475,167,933,114
case_CL120_EHR_020__anon_e395ba3b71eac240,case_CL120_EHR_020,Qwen3-30B-A3B-Instruct-2507,closed_success,5,1,privacy_stigma_or_sensitive_history,light,0.3915909091,0.2923295455,0.09926136364,0.75,0.1705518945,0.4193181818,0.235638001,0.6300340909,2,0.425,0.225,,,,0.6625,168,743,541
case_CL120_EHR_035__anon_56292dbc8637b9a4,case_CL120_EHR_035,Kimi K2,closed_success,15,2,delayed_or_staged_result_return,extreme,0.7958333333,0.293125,0.5027083333,0.35,0.3267314987,0.8083333333,0.2034141105,0.57375,1,0.6166666667,0.95,,,,,169,15,87
case_CL120_EHR_026__anon_658015288f0ac5b8,case_CL120_EHR_026,MiniMax M3,open_at_100,100,1,low_adherence_or_refusal,moderate,0.8166666667,0.2954166667,0.52125,0.55,0.229545142,0.6166666667,0.3092510975,0.7316666667,1.5,0.6833333333,0.95,,,,,170,11,355
case_CL120_EHR_076__anon_7537475053161a5a,case_CL120_EHR_076,Kimi K2,open_at_100,100,26,low_adherence_or_refusal,moderate,0.8225,0.29575,0.52675,0.35,0.3627068375,0.865,0.2175710013,0.615,1,0.6,0.95,,,0.925,,171,9,38
case_CL120_EHR_022__anon_b073a0022d03a196,case_CL120_EHR_022,DeepSeek-V3.2,closed_success,8,3,medication_confusion_or_execution_failure,light,0.6166666667,0.296875,0.3197916667,0.55,0.1336422203,0.3083333333,0.1022908181,0.2545833333,1.5,0.4583333333,0.775,,,,,172,121,724
case_CL120_EHR_022__anon_c5aa00599619c982,case_CL120_EHR_022,Doubao-Seed-2.0-lite,closed_success,6,2,medication_confusion_or_execution_failure,light,0.5583333333,0.2970833333,0.26125,0.55,0.105141274,0.275,0.2240102411,0.5729166667,1.5,0.3666666667,0.775,,,,,173,233,882
