packet_id,case_id,doctor_model,terminal_status,turns_completed,workspace_turn_count,primary_friction,friction_intensity,friction_capability_composite_median4,careloop_real_world_robustness_median4,fcc_minus_crwr,clinical_error_gate_median4,fcc_judge_sd,fcc_judge_range,crwr_judge_sd,crwr_judge_range,ordinal_grade_median4,domain_information_repair_median4,domain_constraint_navigation_median4,domain_dynamic_reprioritization_median4,domain_execution_loop_repair_median4,domain_state_sensitive_communication_median4,domain_bounded_closure_continuity_median4,review_order_low_crwr,review_order_large_safety_gap,review_order_high_judge_dispersion
case_CL120_EHR_120__anon_8e33319159de4cb4,case_CL120_EHR_120,Qwen3-30B-A3B-Instruct-2507,closed_success,14,9,privacy_stigma_or_sensitive_history,heavy,0.4892857143,0.375,0.1142857143,0.75,0.1847070902,0.4357142857,0.1618417484,0.43125,2,0.15,0.25,,0.85,0.575,,252,636,487
case_CL120_EHR_027__anon_774e9834cbfda3ad,case_CL120_EHR_027,DeepSeek-V4-Pro,closed_success,3,2,external_system_gap,moderate,0.675,0.3778571429,0.2971428571,0.55,0.2296895608,0.6035714286,0.2850380239,0.7399553571,1.5,0.55,0.65,0.75,,,0.6625,253,161,353
case_CL120_EHR_081__anon_f32163ba458de6fb,case_CL120_EHR_081,GPT-5.4,closed_success,4,1,incomplete_patient_information,moderate,0.439125,0.38121875,0.05790625,0.875,0.2719608413,0.7105,0.3001725167,0.782875,3,0.45,,0.55625,,,0.445,254,926,222
case_CL120_EHR_021__anon_4b530b43a9f4f04a,case_CL120_EHR_021,Qwen3-30B-A3B-Instruct-2507,closed_success,57,23,incomplete_patient_information,light,0.6642045455,0.3865625,0.2776420455,0.75,0.238934304,0.6022727273,0.2720964187,0.6539772727,2,0.875,0.825,0.225,,,,255,197,326
case_CL120_EHR_050__anon_6609ced7820a7e8c,case_CL120_EHR_050,GLM-5,closed_success,26,17,privacy_stigma_or_sensitive_history,heavy,0.5778409091,0.3882102273,0.1896306818,0.75,0.1056482107,0.2852272727,0.1583005479,0.3932386364,2,0.425,0.575,0.65625,,,,256,405,876
case_CL120_EHR_105__anon_fa1a4f93000d36fd,case_CL120_EHR_105,DeepSeek-V3.2,closed_success,21,7,delayed_or_staged_result_return,light,0.5378928571,0.3902267857,0.1476660714,0.675,0.2971621318,0.8128571429,0.338709503,0.837,3,0.35,,0.225,0.75,,0.8185,257,512,146
case_CL120_EHR_107__anon_eecfc460ab80b456,case_CL120_EHR_107,MiniMax M3,runtime_error,6,2,external_system_gap,light,0.6075357143,0.3905169643,0.21701875,0.55,0.2401864132,0.6285714286,0.2198621182,0.5242857143,1.5,,0.6,0.48125,0.725,,0.58725,258,344,316
case_CL120_EHR_082__anon_516cfde87cc5610f,case_CL120_EHR_082,Qwen3.8-Max,closed_success,5,5,medication_confusion_or_execution_failure,moderate,0.4583333333,0.3916666667,0.06666666667,0.875,0.2873187835,0.7666666667,0.3331882497,0.9183333333,3,0.6416666667,0.275,,,,,259,895,178
case_CL120_EHR_064__anon_d3cc389659147cc8,case_CL120_EHR_064,GLM-5,closed_success,17,11,document_or_image_quality_problem,moderate,0.5,0.3933238636,0.1066761364,0.75,0.1382057746,0.3443181818,0.1832102664,0.4477272727,2,0.675,,0.5,0.35,,,260,697,703
case_CL120_EHR_016__anon_da3c413db49ddabe,case_CL120_EHR_016,Kimi K2,closed_success,3,1,low_adherence_or_refusal,heavy,0.75,0.3935,0.3565,0.55,0.12340862,0.285,0.1698378248,0.43775,1.5,0.725,0.725,,,0.75,,261,85,779
case_CL120_EHR_003__anon_816fc709e407b439,case_CL120_EHR_003,Doubao-Seed-2.0-lite,closed_success,11,3,caregiver_conflict_or_fatigue,light,0.6259615385,0.3940865385,0.231875,0.55,0.2475185418,0.6567307692,0.2254052517,0.5640865385,1.5,0.35,1,0.3625,,0.825,,262,306,295
case_CL120_EHR_014__anon_a0e2ebed8713e034,case_CL120_EHR_014,Qwen3-30B-A3B-Instruct-2507,closed_success,10,6,document_or_image_quality_problem,moderate,0.671625,0.3941,0.277525,0.75,0.2147399135,0.535,0.2473461462,0.5771875,2,0.45,,0.85,,,0.72,263,198,395
case_CL120_EHR_081__anon_9582c28034334ef2,case_CL120_EHR_081,DeepSeek-V4-Pro,closed_success,3,2,incomplete_patient_information,moderate,0.530675,0.39800625,0.13266875,0.75,0.152809344,0.38025,0.1570049284,0.4351875,2,0.35,,0.4,,,0.58975,264,554,625
case_CL120_EHR_033__anon_e174197b0123576f,case_CL120_EHR_033,GLM-5,closed_success,6,4,caregiver_conflict_or_fatigue,heavy,0.4381818182,0.3988636364,0.03931818182,1,0.1745147863,0.4409090909,0.229084373,0.576625,3.5,0.25,0.25,,,,0.74,265,956,522
case_CL120_EHR_083__anon_990f77da1659e14b,case_CL120_EHR_083,Doubao-Seed-2.0-lite,closed_success,7,1,caregiver_conflict_or_fatigue,moderate,0.5318269231,0.3988701923,0.1329567308,0.75,0.08457718762,0.2017307692,0.164849378,0.4556057692,2,0.175,0.8,,,0.4,0.57125,266,552,982
case_CL120_EHR_003__anon_64013c45a7f498cd,case_CL120_EHR_003,Qwen3-30B-A3B-Instruct-2507,closed_success,5,3,caregiver_conflict_or_fatigue,light,0.6168269231,0.4005769231,0.21625,0.55,0.2850798372,0.7365384615,0.2381325116,0.5631730769,1.5,0.275,0.95,0.48125,,0.575,,267,346,189
case_CL120_EHR_068__anon_a06ac46da70a8d11,case_CL120_EHR_068,DeepSeek-V3.2,closed_success,28,3,misstated_family_or_patient_information,heavy,0.46875,0.4009672619,0.0677827381,0.875,0.2740266269,0.7583333333,0.2784313379,0.7873511905,3,0.375,,0.59375,,,,268,890,214
case_CL120_EHR_022__anon_34ad9f0f27de7d69,case_CL120_EHR_022,MiniMax M3,closed_success,4,3,medication_confusion_or_execution_failure,light,0.7416666667,0.40125,0.3404166667,0.75,0.2452677109,0.6,0.2502444118,0.65,2,0.4833333333,1,,,,,269,98,303
case_CL120_EHR_097__anon_7b86b8eec5f013f1,case_CL120_EHR_097,DeepSeek-V3.2,closed_success,4,2,external_system_gap,moderate,0.4583928571,0.4026116071,0.05578125,0.75,0.1619764181,0.4571428571,0.1688517194,0.4297142857,2,,0.45,0.4,0.35,,0.425,270,929,580
case_CL120_EHR_052__anon_7a6608fef8b389aa,case_CL120_EHR_052,GLM-5,closed_success,8,7,medication_confusion_or_execution_failure,extreme,0.6135681818,0.4031011364,0.2104670455,0.675,0.1443830684,0.3527272727,0.2965982963,0.7261818182,2,0.4,0.9,,,,0.64975,271,358,674
case_CL120_EHR_004__anon_30190f9bb8c3f2f9,case_CL120_EHR_004,DeepSeek-V4-Pro,closed_success,6,2,document_or_image_quality_problem,light,0.5785714286,0.4044642857,0.1741071429,0.675,0.2873187095,0.7628571429,0.3121240938,0.7684285714,3,0.15,0.825,0.5375,,,0.8625,272,446,179
case_CL120_EHR_020__anon_87f7196dc0ea23d6,case_CL120_EHR_020,GPT-5.4,closed_success,4,1,privacy_stigma_or_sensitive_history,light,0.5395909091,0.4046931818,0.1348977273,0.75,0.07505626935,0.1965909091,0.1078274627,0.2963068182,2,0.85,0.225,,,,0.5785,273,546,1038
case_CL120_EHR_077__anon_00ebe7341fad54df,case_CL120_EHR_077,GLM-5,closed_success,5,3,external_system_gap,moderate,0.4670535714,0.4056473214,0.06140625,0.75,0.2486882594,0.6985,0.2038059952,0.551975,2,,0.425,0.20625,0.5,,0.6025,274,911,292
case_CL120_EHR_092__anon_a7bc62c6f048e634,case_CL120_EHR_092,MiniMax M3,closed_success,4,1,medication_confusion_or_execution_failure,light,0.5416666667,0.40625,0.1354166667,0.75,0.2298097039,0.6166666667,0.2446497816,0.6666666667,2,0.6583333333,0.425,,,,,275,543,352
case_CL120_EHR_109__anon_c33d0408aedc1ba1,case_CL120_EHR_109,Qwen3-30B-A3B-Instruct-2507,closed_success,4,4,cost_transport_or_work_barrier,light,0.5439807692,0.4079855769,0.1359951923,0.75,0.288077188,0.5908461538,0.2444158569,0.5444423077,2,,0.6,,0.425,0.575,0.461,276,540,177
case_CL120_EHR_028__anon_e9023178b8b57b9a,case_CL120_EHR_028,GPT-5.4,closed_success,19,3,misstated_family_or_patient_information,moderate,0.5169642857,0.4084375,0.1085267857,0.675,0.3022117001,0.7583333333,0.38952797,0.9154166667,3,0.75,,0.20625,,,,277,679,134
case_CL120_EHR_020__anon_17e8f4fa2ee446d5,case_CL120_EHR_020,DeepSeek-V4-Pro,closed_success,35,8,privacy_stigma_or_sensitive_history,light,0.5448863636,0.4086647727,0.1362215909,0.75,0.29826515,0.7829545455,0.2341755298,0.6158522727,2,0.65,0.225,,,,0.83125,278,539,143
case_CL120_EHR_080__anon_6efab1427c95efc3,case_CL120_EHR_080,DeepSeek-V3.2,closed_success,10,4,privacy_stigma_or_sensitive_history,moderate,0.7035714286,0.4098214286,0.29375,0.75,0.2483411161,0.625,0.2195152204,0.46875,2,0.525,0.775,,0.7,0.925,,279,170,294
case_CL120_EHR_118__anon_b8ebb739abdde41d,case_CL120_EHR_118,MiniMax M3,closed_success,9,1,misstated_family_or_patient_information,heavy,0.506547619,0.4104910714,0.09605654762,0.875,0.2294491823,0.5279761905,0.2381049323,0.5839880952,2.5,0.4833333333,,0.59375,,,,280,765,356
case_CL120_EHR_047__anon_2e3db0afb5f0e32f,case_CL120_EHR_047,MiniMax M3,closed_success,10,1,external_system_gap,moderate,0.4752272727,0.4123011364,0.06292613636,0.875,0.1993209352,0.4727272727,0.2366379544,0.5844886364,3,0.325,0.575,,,,0.77125,281,909,435
case_CL120_EHR_003__anon_f5275f800c5f4747,case_CL120_EHR_003,GLM-5,closed_success,10,5,caregiver_conflict_or_fatigue,light,0.6697115385,0.4125240385,0.2571875,0.875,0.2612832598,0.6596153846,0.2693649871,0.7043269231,3,0.55,0.775,0.2625,,0.925,,282,240,258
case_CL120_EHR_101__anon_9d57c31e7a18f1d1,case_CL120_EHR_101,Qwen3-30B-A3B-Instruct-2507,closed_success,7,5,incomplete_patient_information,heavy,0.594125,0.41269375,0.18143125,0.675,0.2044755009,0.541,0.3445281047,0.83935,3,0.65,,0.40625,,,0.77125,283,423,419
case_CL120_EHR_046__anon_007b5b13f8ea57bf,case_CL120_EHR_046,Qwen3-30B-A3B-Instruct-2507,open_at_100,100,18,low_adherence_or_refusal,moderate,0.66,0.413,0.247,0.675,0.3255260166,0.865,0.3361917875,0.90075,2.5,0.5,0.65,,,1,,284,262,88
case_CL120_EHR_050__anon_fb0c51f9c4034da7,case_CL120_EHR_050,GPT-5.6 Sol,open_at_100,100,3,privacy_stigma_or_sensitive_history,heavy,0.5511363636,0.4133522727,0.1377840909,0.75,0.2222382735,0.5204545455,0.1497405022,0.3386363636,2,0.475,0.45,0.7875,,,,285,536,378
case_CL120_EHR_028__anon_5b1c5f1874a6c6e5,case_CL120_EHR_028,DeepSeek-V3.2,closed_success,36,13,misstated_family_or_patient_information,moderate,0.6050595238,0.413735119,0.1913244048,0.675,0.1799268992,0.4267857143,0.2473556372,0.5548511905,2.5,0.6416666667,,0.38125,,,,286,401,499
case_CL120_EHR_093__anon_27976f4681ba979a,case_CL120_EHR_093,Doubao-Seed-2.0-lite,closed_success,6,1,caregiver_conflict_or_fatigue,moderate,0.5717307692,0.4147932692,0.1569375,0.675,0.1291022408,0.3171153846,0.2753756127,0.6016153846,3,0.125,0.625,,,0.9625,0.6025,287,490,749
case_CL120_EHR_080__anon_db8f2af5a772aae3,case_CL120_EHR_080,Qwen3-30B-A3B-Instruct-2507,closed_success,8,6,privacy_stigma_or_sensitive_history,moderate,0.5535714286,0.4151785714,0.1383928571,0.75,0.2194522256,0.5678571429,0.2702662311,0.6758928571,2,0.325,0.425,,0.9,0.925,,288,534,384
case_CL120_EHR_065__anon_1a6a69baa7df9596,case_CL120_EHR_065,GLM-5,closed_success,8,5,delayed_or_staged_result_return,moderate,0.7583333333,0.4154166667,0.3429166667,0.55,0.03435921355,0.08333333333,0.2365103651,0.5708333333,1.5,0.425,1,,0.85,,,289,97,1168
case_CL120_EHR_007__anon_96656505a44abe8c,case_CL120_EHR_007,Doubao-Seed-2.0-lite,closed_success,9,1,external_system_gap,moderate,0.7416666667,0.4172916667,0.324375,0.675,0.1393655017,0.3916666667,0.1851304849,0.4708333333,3,0.6166666667,1,,,,,290,113,698
case_CL120_EHR_008__anon_289853ddfc495b90,case_CL120_EHR_008,DeepSeek-V4-Pro,closed_success,6,4,misstated_family_or_patient_information,moderate,0.8625,0.4172916667,0.4452083333,0.675,0.1575088181,0.3916666667,0.22787572,0.56625,3,0.7333333333,1,,,,,291,37,600
case_CL120_EHR_071__anon_2deb776908b37024,case_CL120_EHR_071,DeepSeek-V3.2,closed_success,4,3,incomplete_patient_information,light,0.5575,0.418125,0.139375,0.75,0.145282591,0.3675,0.1518422635,0.4284375,2,0.55,,0.20625,,,0.9375,292,533,665
case_CL120_EHR_045__anon_769fbf5023ff33f2,case_CL120_EHR_045,DeepSeek-V3.2,closed_success,9,4,delayed_or_staged_result_return,moderate,0.7454545455,0.4187784091,0.3266761364,0.675,0.1600405404,0.3943181818,0.2417256255,0.6318181818,2.5,0.7,0.975,0.55625,,,,293,109,591
case_CL120_EHR_004__anon_2ff2e6bf21e0b6bf,case_CL120_EHR_004,GLM-5,closed_success,6,5,document_or_image_quality_problem,light,0.5370535714,0.4191964286,0.1178571429,0.75,0.07826231555,0.2035714286,0.1222994937,0.2942410714,2,0.125,0.8,0.675,,,0.6625,294,614,1024
case_CL120_EHR_021__anon_5ba0385d1343f4ed,case_CL120_EHR_021,Doubao-Seed-2.0-lite,closed_success,24,1,incomplete_patient_information,light,0.6329545455,0.4194886364,0.2134659091,0.875,0.2374700938,0.6386363636,0.2767433821,0.68125,3,0.85,0.75,0.2625,,,,295,352,332
case_CL120_EHR_072__anon_8cac0ff94b09f5d2,case_CL120_EHR_072,Doubao-Seed-2.0-lite,closed_success,24,2,medication_confusion_or_execution_failure,light,0.7708333333,0.4197916667,0.3510416667,0.55,0.3393723782,0.8416666667,0.3197901059,0.8579166667,1.5,0.5916666667,0.95,,,,,296,87,63
case_CL120_EHR_080__anon_43008bb511c4a192,case_CL120_EHR_080,GLM-5,closed_success,18,11,privacy_stigma_or_sensitive_history,moderate,0.5607142857,0.4205357143,0.1401785714,0.75,0.2680594474,0.75,0.2981151193,0.8382142857,2,0.15,0.6,,0.75,0.925,,297,531,238
case_CL120_EHR_047__anon_53ce3ded388b936d,case_CL120_EHR_047,Qwen3-30B-A3B-Instruct-2507,closed_success,16,8,external_system_gap,moderate,0.5619318182,0.4214488636,0.1404829545,0.75,0.1347831228,0.3356818182,0.1010873421,0.2517613636,2,0.425,0.55,,,,0.59375,298,529,720
case_CL120_EHR_047__anon_22abfb9e4226682c,case_CL120_EHR_047,GPT-5.6 Sol,closed_success,14,2,external_system_gap,moderate,0.5105,0.4218238636,0.08867613636,0.875,0.2397942868,0.6011363636,0.2685871153,0.6790340909,2.5,0.475,0.525,,,,0.6185,299,809,318
case_CL120_EHR_021__anon_fbeed10c51a60c24,case_CL120_EHR_021,MiniMax M3,open_at_100,100,7,incomplete_patient_information,light,0.6909090909,0.4220454545,0.2688636364,0.675,0.3525488059,0.9329545455,0.3605432578,0.9765340909,2.5,0.95,0.65,0.4,,,,300,217,47
case_CL120_EHR_029__anon_8c69eddc0f03a292,case_CL120_EHR_029,DeepSeek-V4-Pro,open_at_100,100,42,cost_transport_or_work_barrier,moderate,0.6116666667,0.4227958333,0.1888708333,0.875,0.2119793535,0.5981,0.2877296833,0.6811666667,3,0.35,0.8,,0.6,,0.45,301,407,399
case_CL120_EHR_074__anon_29deb8b707a75c05,case_CL120_EHR_074,GPT-5.4,closed_success,7,2,document_or_image_quality_problem,light,0.4704545455,0.4231534091,0.04730113636,0.875,0.2291153993,0.6113636364,0.2616382709,0.6721590909,3,0.325,,0.24375,0.8,,,302,943,358
case_CL120_EHR_041__anon_c5c5a19ddc6e45a2,case_CL120_EHR_041,GLM-5,closed_success,12,8,incomplete_patient_information,moderate,0.7321428571,0.4231845238,0.3089583333,0.675,0.1546138114,0.4232142857,0.3054041346,0.7570833333,2.5,0.7,,0.775,,,,303,145,615
case_CL120_EHR_019__anon_2fed287fa4a97584,case_CL120_EHR_019,Kimi K2,closed_success,12,5,cost_transport_or_work_barrier,light,0.6375,0.424625,0.212875,0.675,0.208607736,0.58,0.3399672951,0.853,2.5,0.5,0.975,,,0.5375,,304,354,408
case_CL120_EHR_104__anon_254726ee6b75dfc6,case_CL120_EHR_104,Doubao-Seed-2.0-lite,closed_success,9,1,document_or_image_quality_problem,light,0.4846590909,0.4248579545,0.05980113636,0.75,0.1640508777,0.4636363636,0.1359132855,0.3477272727,2,0.25,,0.90625,0.375,,,305,919,576
case_CL120_EHR_063__anon_bf0a3f45f67df4b6,case_CL120_EHR_063,GLM-5,closed_success,20,3,caregiver_conflict_or_fatigue,moderate,0.7380769231,0.42525,0.3128269231,0.75,0.2807007416,0.7528846154,0.3318272887,0.8146634615,2,0.35,0.925,,,0.8875,0.94,306,137,197
case_CL120_EHR_031__anon_59c9a985133666f3,case_CL120_EHR_031,GPT-5.6 Sol,closed_success,9,4,incomplete_patient_information,moderate,0.7495833333,0.4265208333,0.3230625,0.55,0.1421954901,0.3633095238,0.3192555087,0.7771583333,1.5,0.7333333333,,,,,0.77125,307,116,681
case_CL120_EHR_005__anon_19d84eff84508f89,case_CL120_EHR_005,Qwen3-30B-A3B-Instruct-2507,closed_success,3,1,delayed_or_staged_result_return,light,0.6806818182,0.4286931818,0.2519886364,0.75,0.18303746,0.4909090909,0.2150354972,0.4807954545,2,0.375,1,,,,0.6625,308,253,492
case_CL120_EHR_016__anon_d896f131a36b9b0a,case_CL120_EHR_016,Qwen3-30B-A3B-Instruct-2507,closed_success,6,2,low_adherence_or_refusal,heavy,0.6175,0.429,0.1885,0.875,0.2556609082,0.715,0.3191232312,0.76625,3,0.7,0.575,,,0.5375,,309,409,270
case_CL120_EHR_108__anon_bb7607f300444e2c,case_CL120_EHR_108,GLM-5,closed_success,6,4,misstated_family_or_patient_information,light,0.581547619,0.4294940476,0.1520535714,0.675,0.2445857797,0.6529761905,0.3504440706,0.8290178571,3,0.4833333333,,0.7125,,,,310,502,304
case_CL120_EHR_077__anon_8fa81832b89649c9,case_CL120_EHR_077,DeepSeek-V4-Pro,closed_success,3,2,external_system_gap,moderate,0.5731607143,0.4298705357,0.1432901786,0.75,0.135371139,0.3352857143,0.1910095259,0.4639642857,2,,0.875,0.41875,0.4,,0.6385,311,523,716
case_CL120_EHR_094__anon_56a0ea3c9412da23,case_CL120_EHR_094,Qwen3-30B-A3B-Instruct-2507,open_at_100,100,34,document_or_image_quality_problem,moderate,0.7630681818,0.4302556818,0.3328125,0.75,0.3284749462,0.8238636364,0.2564682508,0.6178977273,2,0.5,,0.83125,0.95,,,312,104,78
case_CL120_EHR_067__anon_7f88111f970ccbb4,case_CL120_EHR_067,Kimi K2,closed_success,20,1,external_system_gap,heavy,0.6583333333,0.4308333333,0.2275,0.675,0.3502727112,0.9666666667,0.3751980958,0.9883333333,2.5,0.75,0.625,,0.6,,,313,319,51
case_CL120_EHR_077__anon_6b3f4e2a097e5b06,case_CL120_EHR_077,DeepSeek-V3.2,closed_success,6,5,external_system_gap,moderate,0.5745,0.430875,0.143625,0.75,0.1318574851,0.3504285714,0.06813422119,0.1759910714,2,,0.575,0.4375,0.625,,0.5945,314,522,738
case_CL120_EHR_004__anon_7338787e52c555d1,case_CL120_EHR_004,MiniMax M3,closed_success,18,4,document_or_image_quality_problem,light,0.6590178571,0.4324642857,0.2265535714,0.675,0.1083766297,0.2671428571,0.20912102,0.5198482143,2.5,0.5,0.825,0.8875,,,0.665,315,323,861
case_CL120_EHR_063__anon_976976de2275a052,case_CL120_EHR_063,MiniMax M3,closed_success,8,1,caregiver_conflict_or_fatigue,moderate,0.7456730769,0.4332932692,0.3123798077,0.75,0.3370795787,0.8855769231,0.3607283536,0.9141826923,2,0.35,1,,,1,0.83125,316,139,66
case_CL120_EHR_029__anon_04ba3a20c24da093,case_CL120_EHR_029,Kimi K2,closed_success,10,4,cost_transport_or_work_barrier,moderate,0.6566166667,0.4334375,0.2231791667,0.875,0.2341045665,0.5991666667,0.2727471916,0.6920766667,2.5,0.5,0.775,,0.85,,0.41875,317,333,339
case_CL120_EHR_071__anon_2b4ed982b95d4254,case_CL120_EHR_071,GPT-5.6 Sol,closed_success,4,1,incomplete_patient_information,light,0.56875,0.43359375,0.13515625,0.75,0.1171775496,0.2885,0.1240303524,0.3473125,2,0.55,,0.24375,,,0.9375,318,545,806
case_CL120_EHR_001__anon_76335b0278ad1722,case_CL120_EHR_001,Kimi K2,closed_success,6,1,incomplete_patient_information,light,0.7025,0.433625,0.268875,0.55,0.3080001522,0.726,0.3768426374,0.9041,1.5,0.6,,0.6375,,,0.9375,319,216,122
case_CL120_EHR_054__anon_0489ca5caa81ef0e,case_CL120_EHR_054,GPT-5.6 Sol,closed_success,9,4,document_or_image_quality_problem,light,0.60625,0.4337784091,0.1724715909,0.675,0.1988528812,0.5340909091,0.3071951529,0.7128409091,3,0.675,0.625,0.3,,,,320,451,437
case_CL120_EHR_001__anon_846298bc40d89b30,case_CL120_EHR_001,DeepSeek-V3.2,closed_success,7,6,incomplete_patient_information,light,0.5793,0.434475,0.144825,0.75,0.2015684267,0.4966,0.1299214989,0.3115125,2,0.425,,0.73125,,,0.481,321,517,427
case_CL120_EHR_010__anon_08eb836ac1500cc8,case_CL120_EHR_010,GLM-5,closed_success,12,8,privacy_stigma_or_sensitive_history,moderate,0.7409090909,0.4353977273,0.3055113636,0.675,0.1767335459,0.3738636364,0.2774949103,0.7260227273,3,0.675,0.725,0.94375,,,,322,150,515
case_CL120_EHR_034__anon_9b411009ff1b8c10,case_CL120_EHR_034,Kimi K2,closed_success,15,3,document_or_image_quality_problem,heavy,0.7556818182,0.4357954545,0.3198863636,0.55,0.2237256944,0.5602272727,0.2494400055,0.6421022727,1.5,0.775,,0.48125,0.875,,,323,120,372
case_CL120_EHR_020__anon_ba92a4d2b4069df7,case_CL120_EHR_020,GPT-5.6 Sol,closed_success,5,2,privacy_stigma_or_sensitive_history,light,0.5825,0.436875,0.145625,0.75,0.08413318578,0.2034090909,0.1074847611,0.3025568182,2,0.775,0.225,,,,0.6025,324,514,986
case_CL120_EHR_054__anon_b5944610b2c6c9a7,case_CL120_EHR_054,Kimi K2,closed_success,8,3,document_or_image_quality_problem,light,0.5914772727,0.4371022727,0.154375,0.675,0.1457317139,0.3329545455,0.2800545541,0.5774431818,3,0.325,0.975,0.1875,,,,325,494,660
case_CL120_EHR_032__anon_0d08dd32f959d335,case_CL120_EHR_032,Qwen3-30B-A3B-Instruct-2507,closed_success,17,13,medication_confusion_or_execution_failure,moderate,0.6083333333,0.4377083333,0.170625,0.675,0.1872104245,0.4583333333,0.2817999831,0.61,3,0.6166666667,0.6,,,,,326,457,479
case_CL120_EHR_120__anon_e623f05fa5dd9da0,case_CL120_EHR_120,Kimi K2,closed_success,9,2,privacy_stigma_or_sensitive_history,heavy,0.5125,0.4383928571,0.07410714286,0.875,0.272885832,0.7357142857,0.325380321,0.9075,3,0.5,0.4,,0.95,0.1875,,327,869,219
case_CL120_EHR_111__anon_a8baad83d0ac7f69,case_CL120_EHR_111,MiniMax M3,closed_success,17,3,incomplete_patient_information,moderate,0.670625,0.43946875,0.23115625,0.875,0.2471248735,0.68375,0.209531021,0.451875,2.5,0.65,,0.5375,,,0.8,328,311,299
case_CL120_EHR_045__anon_42e6d580fa74f6a1,case_CL120_EHR_045,Kimi K2,closed_success,11,2,delayed_or_staged_result_return,moderate,0.6420454545,0.4403977273,0.2016477273,0.675,0.08603968849,0.2272727273,0.268006568,0.6054545455,3,0.65,1,0.1875,,,,329,379,976
case_CL120_EHR_011__anon_31ed2bebfeb8eeae,case_CL120_EHR_011,Qwen3-30B-A3B-Instruct-2507,closed_success,12,3,incomplete_patient_information,moderate,0.628125,0.44084375,0.18728125,0.675,0.2795830811,0.7725,0.3512304025,0.868375,3,0.15,,0.925,,,0.96875,330,414,202
case_CL120_EHR_024__anon_d5bdccad46c9ec66,case_CL120_EHR_024,GPT-5.4,closed_success,7,2,document_or_image_quality_problem,moderate,0.5657738095,0.4420386905,0.123735119,0.875,0.2548602809,0.6720238095,0.3296880095,0.7711011905,3.5,0.3666666667,,,,,0.83125,331,574,272
case_CL120_EHR_091__anon_ba1f367d76db66eb,case_CL120_EHR_091,GLM-5,closed_success,6,5,incomplete_patient_information,light,0.591675,0.44375625,0.14791875,0.75,0.199168187,0.5275,0.2128640243,0.5884375,2,0.525,,0.4,,,0.5785,332,511,436
case_CL120_EHR_041__anon_ec59ff1425e2bc2b,case_CL120_EHR_041,Qwen3-30B-A3B-Instruct-2507,closed_success,16,7,incomplete_patient_information,moderate,0.6970238095,0.4466964286,0.250327381,0.675,0.1725674056,0.4244047619,0.2621915759,0.6515178571,3,0.8166666667,,0.475,,,,333,257,532
case_CL120_EHR_101__anon_60f5e84aefed6031,case_CL120_EHR_101,Doubao-Seed-2.0-lite,closed_success,8,4,incomplete_patient_information,heavy,0.648875,0.44806875,0.20080625,0.75,0.2704864345,0.70735,0.2869888904,0.6122875,2,0.8,,0.325,,,0.72725,334,381,226
case_CL120_EHR_107__anon_f09cb615491ccb64,case_CL120_EHR_107,Doubao-Seed-2.0-lite,closed_success,12,2,external_system_gap,light,0.5075892857,0.4490625,0.05852678571,0.75,0.152885746,0.3794642857,0.1912014316,0.4555178571,2,,0.45,0.7125,0.375,,0.665,335,924,624
case_CL120_EHR_059__anon_984f215d33163c88,case_CL120_EHR_059,DeepSeek-V4-Pro,closed_success,15,5,cost_transport_or_work_barrier,moderate,0.7729166667,0.4498208333,0.3230958333,0.55,0.04533716283,0.1005,0.204476912,0.4782416667,1.5,0.575,1,,0.8,,0.82875,336,115,1141
case_CL120_EHR_051__anon_e29369f8fdca4eca,case_CL120_EHR_051,Doubao-Seed-2.0-lite,closed_success,7,2,incomplete_patient_information,heavy,0.502,0.45015625,0.05184375,0.875,0.1573163984,0.38125,0.2502197517,0.6464125,3,0.325,,0.3625,,,0.9375,337,939,602
case_CL120_EHR_041__anon_0a858f5a43a2c124,case_CL120_EHR_041,Kimi K2,closed_success,9,2,incomplete_patient_information,moderate,0.7639880952,0.4520386905,0.3119494048,0.55,0.3410265945,0.8345238095,0.3586566834,0.8925595238,1.5,0.7,,0.79375,,,,338,141,60
case_CL120_EHR_005__anon_43cade2b6276a1cd,case_CL120_EHR_005,Kimi K2,closed_success,4,1,delayed_or_staged_result_return,light,0.8363636364,0.4529261364,0.3834375,0.675,0.1241526029,0.3272727273,0.2625136292,0.6476704545,3,0.75,0.95,,,,0.96875,339,67,777
case_CL120_EHR_028__anon_f4db8f9a2bc81c2d,case_CL120_EHR_028,Kimi K2,closed_success,47,9,misstated_family_or_patient_information,moderate,0.8008928571,0.4529315476,0.3479613095,0.55,0.1878610469,0.4875,0.3082832044,0.7711011905,1.5,0.75,,0.86875,,,,340,90,476
case_CL120_EHR_050__anon_a8f9f70e59f6df21,case_CL120_EHR_050,MiniMax M3,runtime_error,9,1,privacy_stigma_or_sensitive_history,heavy,0.5715909091,0.4534090909,0.1181818182,0.75,0.05335768803,0.1318181818,0.1519008003,0.4098863636,2,0.55,0.4,0.925,,,,341,612,1124
case_CL120_EHR_031__anon_ce96187d1a52017c,case_CL120_EHR_031,GLM-5,closed_success,5,5,incomplete_patient_information,moderate,0.70375,0.4542738095,0.2494761905,0.675,0.1727941846,0.4627380952,0.3232906669,0.8119583333,2.5,0.6083333333,,,,,0.90875,342,258,530
